O2_Count,Ru1_QY,Ru2_QY
3,0.954983922829582,0.547550432276657
24,0.35511363636363635,0.06706562113082955
45,0.22734334541688245,0.05714842988102204
65,0.08993946382242721,0.04334677419354839
71,0.10630048465266559,0.040237467018469655
102,0.060704355885078776,0.0053142134120624206
111,0.040985221674876844,0.005990741581192702
110,0.043775100401606426,0.010656309132556519
137,0.02917453234940793,0.004509305566942691
161,0.028647686832740212,0.0033011272141706925
