Filename:	C:\Users\A2025\Documents\Service_1216\X_Band\HS\CH3205\2nd Batch\VoACAC.par	 Date: 04/16/2025   Time: 01:31

X [G]	Intensity
1580.361450	353.581055
1581.827026	221.581055
1583.292603	513.581055
1584.758179	211.581055
1586.223755	194.581055
1587.689331	239.581055
1589.154907	363.581055
1590.620361	174.581055
1592.085938	88.581055
1593.551514	211.581055
1595.017090	683.581055
1596.482666	350.581055
1597.948242	186.581055
1599.413818	433.581055
1600.879395	445.581055
1602.344849	348.581055
1603.810425	588.581055
1605.276001	282.581055
1606.741577	274.581055
1608.207153	280.581055
1609.672729	449.581055
1611.138306	374.581055
1612.603760	262.581055
1614.069336	279.581055
1615.534912	674.581055
1617.000488	434.581055
1618.466064	33.581055
1619.931641	249.581055
1621.397217	326.581055
1622.862671	358.581055
1624.328247	289.581055
1625.793823	396.581055
1627.259399	478.581055
1628.724976	439.581055
1630.190552	260.581055
1631.656128	189.581055
1633.121582	488.581055
1634.587158	142.581055
1636.052734	319.581055
1637.518311	121.581055
1638.983887	230.581055
1640.449463	109.581055
1641.915039	111.581055
1643.380615	432.581055
1644.846069	413.581055
1646.311646	416.581055
1647.777222	455.581055
1649.242798	310.581055
1650.708374	383.581055
1652.173950	199.581055
1653.639526	308.581055
1655.104980	380.581055
1656.570557	155.581055
1658.036133	482.581055
1659.501709	292.581055
1660.967285	345.581055
1662.432861	362.581055
1663.898438	406.581055
1665.363892	34.581055
1666.829468	275.581055
1668.295044	305.581055
1669.760620	397.581055
1671.226196	456.581055
1672.691772	385.581055
1674.157349	417.581055
1675.622803	205.581055
1677.088379	152.581055
1678.553955	622.581055
1680.019531	550.581055
1681.485107	613.581055
1682.950684	394.581055
1684.416260	667.581055
1685.881836	549.581055
1687.347290	677.581055
1688.812866	491.581055
1690.278442	458.581055
1691.744019	451.581055
1693.209595	250.581055
1694.675171	303.581055
1696.140747	269.581055
1697.606201	343.581055
1699.071777	179.581055
1700.537354	444.581055
1702.002930	211.581055
1703.468506	555.581055
1704.934082	146.581055
1706.399658	284.581055
1707.865112	388.581055
1709.330688	260.581055
1710.796265	130.581055
1712.261841	309.581055
1713.727417	379.581055
1715.192993	327.581055
1716.658569	407.581055
1718.124023	589.581055
1719.589600	369.581055
1721.055176	348.581055
1722.520752	257.581055
1723.986328	275.581055
1725.451904	384.581055
1726.917480	276.581055
1728.383057	90.581055
1729.848511	495.581055
1731.314087	199.581055
1732.779663	200.581055
1734.245239	133.581055
1735.710815	314.581055
1737.176392	280.581055
1738.641968	180.581055
1740.107422	333.581055
1741.572998	259.581055
1743.038574	461.581055
1744.504150	494.581055
1745.969727	619.581055
1747.435303	435.581055
1748.900879	529.581055
1750.366333	576.581055
1751.831909	510.581055
1753.297485	289.581055
1754.763062	373.581055
1756.228638	268.581055
1757.694214	207.581055
1759.159790	422.581055
1760.625366	267.581055
1762.090820	454.581055
1763.556396	518.581055
1765.021973	336.581055
1766.487549	333.581055
1767.953125	261.581055
1769.418701	216.581055
1770.884277	288.581055
1772.349731	412.581055
1773.815308	616.581055
1775.280884	317.581055
1776.746460	486.581055
1778.212036	418.581055
1779.677612	470.581055
1781.143188	506.581055
1782.608643	596.581055
1784.074219	483.581055
1785.539795	445.581055
1787.005371	313.581055
1788.470947	232.581055
1789.936523	579.581055
1791.402100	435.581055
1792.867554	377.581055
1794.333130	424.581055
1795.798706	399.581055
1797.264282	310.581055
1798.729858	497.581055
1800.195435	320.581055
1801.661011	488.581055
1803.126587	289.581055
1804.592041	403.581055
1806.057617	171.581055
1807.523193	285.581055
1808.988770	240.581055
1810.454346	247.581055
1811.919922	299.581055
1813.385498	331.581055
1814.850952	321.581055
1816.316528	430.581055
1817.782104	141.581055
1819.247681	527.581055
1820.713257	436.581055
1822.178833	417.581055
1823.644409	185.581055
1825.109863	423.581055
1826.575439	359.581055
1828.041016	264.581055
1829.506592	437.581055
1830.972168	285.581055
1832.437744	450.581055
1833.903320	180.581055
1835.368774	238.581055
1836.834351	232.581055
1838.299927	171.581055
1839.765503	190.581055
1841.231079	323.581055
1842.696655	157.581055
1844.162231	221.581055
1845.627808	255.581055
1847.093262	189.581055
1848.558838	229.581055
1850.024414	245.581055
1851.489990	248.581055
1852.955566	417.581055
1854.421143	228.581055
1855.886719	399.581055
1857.352173	417.581055
1858.817749	249.581055
1860.283325	119.581055
1861.748901	56.581055
1863.214478	353.581055
1864.680054	111.581055
1866.145630	275.581055
1867.611084	234.581055
1869.076660	227.581055
1870.542236	108.581055
1872.007813	156.581055
1873.473389	658.581055
1874.938965	76.581055
1876.404541	196.581055
1877.869995	187.581055
1879.335571	452.581055
1880.801147	370.581055
1882.266724	163.581055
1883.732300	186.581055
1885.197876	310.581055
1886.663452	470.581055
1888.129028	337.581055
1889.594482	184.581055
1891.060059	242.581055
1892.525635	581.581055
1893.991211	385.581055
1895.456787	279.581055
1896.922363	188.581055
1898.387939	456.581055
1899.853394	274.581055
1901.318970	120.581055
1902.784546	414.581055
1904.250122	213.581055
1905.715698	268.581055
1907.181274	282.581055
1908.646851	347.581055
1910.112305	416.581055
1911.577881	587.581055
1913.043457	524.581055
1914.509033	527.581055
1915.974609	509.581055
1917.440186	400.581055
1918.905762	261.581055
1920.371216	330.581055
1921.836792	208.581055
1923.302368	404.581055
1924.767944	614.581055
1926.233521	635.581055
1927.699097	630.581055
1929.164673	612.581055
1930.630249	382.581055
1932.095703	368.581055
1933.561279	305.581055
1935.026855	354.581055
1936.492432	251.581055
1937.958008	170.581055
1939.423584	553.581055
1940.889160	608.581055
1942.354614	446.581055
1943.820190	535.581055
1945.285767	528.581055
1946.751343	344.581055
1948.216919	533.581055
1949.682495	585.581055
1951.148071	365.581055
1952.613525	411.581055
1954.079102	515.581055
1955.544678	502.581055
1957.010254	293.581055
1958.475830	241.581055
1959.941406	353.581055
1961.406982	153.581055
1962.872437	118.581055
1964.338013	586.581055
1965.803589	187.581055
1967.269165	225.581055
1968.734741	638.581055
1970.200317	300.581055
1971.665894	509.581055
1973.131470	672.581055
1974.596924	488.581055
1976.062500	665.581055
1977.528076	396.581055
1978.993652	738.581055
1980.459229	536.581055
1981.924805	514.581055
1983.390381	-12.418945
1984.855835	592.581055
1986.321411	545.581055
1987.786987	699.581055
1989.252563	395.581055
1990.718140	496.581055
1992.183716	215.581055
1993.649292	302.581055
1995.114746	429.581055
1996.580322	539.581055
1998.045898	272.581055
1999.511475	519.581055
2000.977051	409.581055
2002.442627	143.581055
2003.908203	637.581055
2005.373657	355.581055
2006.839233	395.581055
2008.304810	147.581055
2009.770386	113.581055
2011.235962	330.581055
2012.701538	227.581055
2014.167114	296.581055
2015.632690	479.581055
2017.098145	425.581055
2018.563721	362.581055
2020.029297	70.581055
2021.494873	496.581055
2022.960449	519.581055
2024.426025	309.581055
2025.891602	714.581055
2027.357056	585.581055
2028.822632	421.581055
2030.288208	528.581055
2031.753784	316.581055
2033.219360	639.581055
2034.684937	458.581055
2036.150513	444.581055
2037.615967	426.581055
2039.081543	240.581055
2040.547119	258.581055
2042.012695	85.581055
2043.478271	308.581055
2044.943848	416.581055
2046.409424	556.581055
2047.874878	172.581055
2049.340576	478.581055
2050.806152	369.581055
2052.271729	336.581055
2053.737061	92.581055
2055.202637	250.581055
2056.668213	97.581055
2058.133789	75.581055
2059.599365	354.581055
2061.064941	294.581055
2062.530518	270.581055
2063.996094	485.581055
2065.461670	121.581055
2066.927246	-23.418945
2068.392822	-30.418945
2069.858398	6.581055
2071.323975	90.581055
2072.789551	506.581055
2074.255127	268.581055
2075.720459	321.581055
2077.186035	199.581055
2078.651611	239.581055
2080.117188	49.581055
2081.582764	223.581055
2083.048340	47.581055
2084.513916	312.581055
2085.979492	56.581055
2087.445068	476.581055
2088.910645	411.581055
2090.376221	110.581055
2091.841797	237.581055
2093.307373	303.581055
2094.772949	327.581055
2096.238281	243.581055
2097.703857	117.581055
2099.169434	233.581055
2100.635010	199.581055
2102.100586	362.581055
2103.566162	596.581055
2105.031738	401.581055
2106.497314	115.581055
2107.962891	41.581055
2109.428467	289.581055
2110.894043	213.581055
2112.359619	362.581055
2113.825195	241.581055
2115.290771	463.581055
2116.756348	443.581055
2118.221680	173.581055
2119.687256	205.581055
2121.152832	275.581055
2122.618408	302.581055
2124.083984	146.581055
2125.549561	198.581055
2127.015137	286.581055
2128.480713	203.581055
2129.946289	151.581055
2131.411865	417.581055
2132.877441	348.581055
2134.343018	231.581055
2135.808594	457.581055
2137.274170	442.581055
2138.739502	273.581055
2140.205078	270.581055
2141.670654	324.581055
2143.136230	233.581055
2144.601807	222.581055
2146.067383	370.581055
2147.532959	131.581055
2148.998535	-151.418945
2150.464111	89.581055
2151.929688	116.581055
2153.395264	194.581055
2154.860840	-119.418945
2156.326416	371.581055
2157.791992	-100.418945
2159.257568	372.581055
2160.722900	138.581055
2162.188477	98.581055
2163.654053	200.581055
2165.119629	23.581055
2166.585205	-10.418945
2168.050781	29.581055
2169.516357	119.581055
2170.981934	117.581055
2172.447510	179.581055
2173.913086	78.581055
2175.378662	384.581055
2176.844238	86.581055
2178.309814	171.581055
2179.775391	590.581055
2181.240723	144.581055
2182.706299	105.581055
2184.171875	307.581055
2185.637451	359.581055
2187.103027	575.581055
2188.568604	446.581055
2190.034180	39.581055
2191.499756	183.581055
2192.965332	36.581055
2194.430908	23.581055
2195.896484	224.581055
2197.362061	82.581055
2198.827637	97.581055
2200.293213	43.581055
2201.758789	243.581055
2203.224121	21.581055
2204.689697	193.581055
2206.155273	-31.418945
2207.620850	-72.418945
2209.086426	354.581055
2210.552002	401.581055
2212.017578	277.581055
2213.483154	372.581055
2214.948730	251.581055
2216.414307	485.581055
2217.879883	508.581055
2219.345459	29.581055
2220.811035	294.581055
2222.276611	355.581055
2223.741943	566.581055
2225.207520	313.581055
2226.673096	336.581055
2228.138672	341.581055
2229.604248	260.581055
2231.069824	376.581055
2232.535400	247.581055
2234.000977	224.581055
2235.466553	250.581055
2236.932129	292.581055
2238.397705	180.581055
2239.863281	176.581055
2241.328857	218.581055
2242.794434	328.581055
2244.260010	421.581055
2245.725342	223.581055
2247.190918	410.581055
2248.656494	164.581055
2250.122070	345.581055
2251.587646	589.581055
2253.053223	273.581055
2254.518799	274.581055
2255.984375	311.581055
2257.449951	274.581055
2258.915527	326.581055
2260.381104	154.581055
2261.846680	508.581055
2263.312256	436.581055
2264.777832	371.581055
2266.243164	259.581055
2267.708740	447.581055
2269.174316	294.581055
2270.639893	317.581055
2272.105469	65.581055
2273.571045	204.581055
2275.036621	133.581055
2276.502197	312.581055
2277.967773	371.581055
2279.433350	164.581055
2280.898926	383.581055
2282.364502	47.581055
2283.830078	-19.418945
2285.295654	33.581055
2286.761230	383.581055
2288.226563	141.581055
2289.692139	401.581055
2291.157715	268.581055
2292.623291	68.581055
2294.088867	398.581055
2295.554443	-105.418945
2297.020020	407.581055
2298.485596	265.581055
2299.951172	234.581055
2301.416748	155.581055
2302.882324	309.581055
2304.347900	389.581055
2305.813477	389.581055
2307.279053	386.581055
2308.744385	144.581055
2310.209961	-33.418945
2311.675537	144.581055
2313.141113	179.581055
2314.606689	238.581055
2316.072266	425.581055
2317.537842	632.581055
2319.003418	495.581055
2320.468994	607.581055
2321.934570	641.581055
2323.400146	339.581055
2324.865723	153.581055
2326.331299	374.581055
2327.796875	253.581055
2329.262451	249.581055
2330.727783	352.581055
2332.193359	291.581055
2333.658936	473.581055
2335.124512	128.581055
2336.590088	338.581055
2338.055664	242.581055
2339.521240	540.581055
2340.986816	405.581055
2342.452393	65.581055
2343.917969	124.581055
2345.383545	315.581055
2346.849121	81.581055
2348.314697	157.581055
2349.780273	227.581055
2351.245605	279.581055
2352.711182	231.581055
2354.176758	166.581055
2355.642334	253.581055
2357.107910	223.581055
2358.573486	490.581055
2360.039063	514.581055
2361.504639	467.581055
2362.970215	344.581055
2364.435791	339.581055
2365.901367	210.581055
2367.366943	339.581055
2368.832520	140.581055
2370.298096	34.581055
2371.763672	308.581055
2373.229004	331.581055
2374.694580	314.581055
2376.160156	429.581055
2377.625732	-34.418945
2379.091309	-14.418945
2380.556885	415.581055
2382.022461	206.581055
2383.488037	-216.418945
2384.953613	-104.418945
2386.419189	158.581055
2387.884766	131.581055
2389.350342	14.581055
2390.815918	-133.418945
2392.281494	172.581055
2393.746826	-40.418945
2395.212402	-49.418945
2396.677979	-76.418945
2398.143555	-184.418945
2399.609131	186.581055
2401.074707	180.581055
2402.540283	207.581055
2404.005859	284.581055
2405.471436	99.581055
2406.937012	238.581055
2408.402588	376.581055
2409.868164	340.581055
2411.333740	-63.418945
2412.799316	-28.418945
2414.264893	133.581055
2415.730225	347.581055
2417.195801	-147.418945
2418.661377	308.581055
2420.126953	-38.418945
2421.592529	119.581055
2423.058105	-84.418945
2424.523682	171.581055
2425.989258	156.581055
2427.454834	261.581055
2428.920410	-33.418945
2430.385986	74.581055
2431.851563	230.581055
2433.317139	-167.418945
2434.782715	-86.418945
2436.248047	16.581055
2437.713623	-151.418945
2439.179199	-88.418945
2440.644775	-368.418945
2442.110352	-17.418945
2443.575928	-220.418945
2445.041504	204.581055
2446.507080	71.581055
2447.972656	204.581055
2449.438232	-29.418945
2450.903809	-214.418945
2452.369385	272.581055
2453.834961	67.581055
2455.300537	289.581055
2456.766113	299.581055
2458.231445	74.581055
2459.697021	64.581055
2461.162598	-140.418945
2462.628174	-182.418945
2464.093750	-146.418945
2465.559326	-86.418945
2467.024902	151.581055
2468.490479	201.581055
2469.956055	498.581055
2471.421631	53.581055
2472.887207	97.581055
2474.352783	275.581055
2475.818359	-68.418945
2477.283936	133.581055
2478.749268	232.581055
2480.214844	-60.418945
2481.680420	129.581055
2483.145996	119.581055
2484.611572	326.581055
2486.077148	226.581055
2487.542725	71.581055
2489.008301	-9.418945
2490.473877	-121.418945
2491.939453	117.581055
2493.405029	157.581055
2494.870605	116.581055
2496.336182	213.581055
2497.801758	157.581055
2499.267334	361.581055
2500.732666	117.581055
2502.198242	311.581055
2503.663818	9.581055
2505.129395	-3.418945
2506.594971	31.581055
2508.060547	83.581055
2509.526123	139.581055
2510.991699	186.581055
2512.457275	-20.418945
2513.922852	32.581055
2515.388428	-95.418945
2516.854004	296.581055
2518.319580	-31.418945
2519.785156	265.581055
2521.250732	323.581055
2522.716064	281.581055
2524.181641	58.581055
2525.647217	364.581055
2527.112793	57.581055
2528.578369	272.581055
2530.043945	152.581055
2531.509521	174.581055
2532.975098	136.581055
2534.440674	142.581055
2535.906250	374.581055
2537.371826	-48.418945
2538.837402	145.581055
2540.302979	337.581055
2541.768555	162.581055
2543.233887	26.581055
2544.699463	94.581055
2546.165039	216.581055
2547.630615	55.581055
2549.096191	148.581055
2550.561768	157.581055
2552.027344	415.581055
2553.492920	107.581055
2554.958496	148.581055
2556.424072	54.581055
2557.889648	118.581055
2559.355225	306.581055
2560.820801	304.581055
2562.286377	199.581055
2563.751953	42.581055
2565.217285	-37.418945
2566.682861	20.581055
2568.148438	307.581055
2569.614014	262.581055
2571.079590	138.581055
2572.545166	290.581055
2574.010742	115.581055
2575.476318	-84.418945
2576.941895	-122.418945
2578.407471	39.581055
2579.873047	270.581055
2581.338623	133.581055
2582.804199	201.581055
2584.269775	119.581055
2585.735107	120.581055
2587.200684	243.581055
2588.666260	341.581055
2590.131836	292.581055
2591.597412	105.581055
2593.062988	168.581055
2594.528564	349.581055
2595.994141	229.581055
2597.459717	243.581055
2598.925293	343.581055
2600.390869	651.581055
2601.856445	106.581055
2603.322021	63.581055
2604.787598	59.581055
2606.253174	-122.418945
2607.718506	-107.418945
2609.184082	140.581055
2610.649658	124.581055
2612.115234	115.581055
2613.580811	116.581055
2615.046387	51.581055
2616.511963	74.581055
2617.977539	111.581055
2619.443115	126.581055
2620.908691	142.581055
2622.374268	23.581055
2623.839844	-140.418945
2625.305420	171.581055
2626.770996	-114.418945
2628.236328	181.581055
2629.701904	103.581055
2631.167480	199.581055
2632.633057	119.581055
2634.098633	350.581055
2635.564209	450.581055
2637.029785	209.581055
2638.495361	222.581055
2639.960938	28.581055
2641.426514	23.581055
2642.892090	-41.418945
2644.357666	32.581055
2645.823242	12.581055
2647.288818	203.581055
2648.754395	281.581055
2650.219727	53.581055
2651.685303	56.581055
2653.150879	-97.418945
2654.616455	41.581055
2656.082031	35.581055
2657.547607	57.581055
2659.013184	64.581055
2660.478760	282.581055
2661.944336	-6.418945
2663.409912	-181.418945
2664.875488	132.581055
2666.341064	-94.418945
2667.806641	-180.418945
2669.272217	-67.418945
2670.737549	-70.418945
2672.203125	-300.418945
2673.668701	-72.418945
2675.134277	-25.418945
2676.599854	156.581055
2678.065430	61.581055
2679.531006	130.581055
2680.996582	-60.418945
2682.462158	279.581055
2683.927734	48.581055
2685.393311	69.581055
2686.858887	85.581055
2688.324463	-102.418945
2689.790039	53.581055
2691.255615	-165.418945
2692.720947	-70.418945
2694.186523	162.581055
2695.652100	128.581055
2697.117676	-59.418945
2698.583252	-184.418945
2700.048828	3.581055
2701.514404	-39.418945
2702.979980	196.581055
2704.445557	-166.418945
2705.911133	-22.418945
2707.376709	105.581055
2708.842285	-62.418945
2710.307861	8.581055
2711.773438	266.581055
2713.238770	161.581055
2714.704346	303.581055
2716.169922	162.581055
2717.635498	142.581055
2719.101074	120.581055
2720.566650	276.581055
2722.032227	184.581055
2723.497803	303.581055
2724.963379	382.581055
2726.428955	264.581055
2727.894531	371.581055
2729.360107	303.581055
2730.825684	312.581055
2732.291260	166.581055
2733.756836	181.581055
2735.222168	259.581055
2736.687744	249.581055
2738.153320	260.581055
2739.618896	304.581055
2741.084473	114.581055
2742.550049	400.581055
2744.015625	199.581055
2745.481201	71.581055
2746.946777	1.581055
2748.412354	154.581055
2749.877930	269.581055
2751.343506	100.581055
2752.809082	332.581055
2754.274658	-24.418945
2755.739990	163.581055
2757.205566	213.581055
2758.671143	217.581055
2760.136719	175.581055
2761.602295	-29.418945
2763.067871	83.581055
2764.533447	152.581055
2765.999023	300.581055
2767.464600	360.581055
2768.930176	211.581055
2770.395752	210.581055
2771.861328	220.581055
2773.326904	100.581055
2774.792480	-186.418945
2776.258057	208.581055
2777.723389	198.581055
2779.188965	184.581055
2780.654541	144.581055
2782.120117	202.581055
2783.585693	120.581055
2785.051270	246.581055
2786.516846	123.581055
2787.982422	165.581055
2789.447998	100.581055
2790.913574	122.581055
2792.379150	-71.418945
2793.844727	255.581055
2795.310303	525.581055
2796.775879	398.581055
