Filename:	C:\Users\A2025\Documents\Service_1216\X_Band\HS\CH3205\2nd Batch\VoACAC.par	 Date: 04/16/2025   Time: 01:31

X [G]	Intensity
2798.241211	258.581055
2799.706787	321.581055
2801.172363	284.581055
2802.637939	626.581055
2804.103516	174.581055
2805.569092	414.581055
2807.034668	529.581055
2808.500244	389.581055
2809.965820	501.581055
2811.431396	507.581055
2812.896973	559.581055
2814.362549	430.581055
2815.828125	298.581055
2817.293701	487.581055
2818.759277	174.581055
2820.224609	326.581055
2821.690186	488.581055
2823.155762	241.581055
2824.621338	533.581055
2826.086914	522.581055
2827.552490	398.581055
2829.018066	519.581055
2830.483643	601.581055
2831.949219	764.581055
2833.414795	366.581055
2834.880371	496.581055
2836.345947	582.581055
2837.811523	551.581055
2839.277100	463.581055
2840.742432	439.581055
2842.208008	366.581055
2843.673584	428.581055
2845.139160	533.581055
2846.604736	314.581055
2848.070313	504.581055
2849.535889	529.581055
2851.001465	759.581055
2852.467041	984.581055
2853.932617	807.581055
2855.398193	521.581055
2856.863770	447.581055
2858.329346	649.581055
2859.794922	615.581055
2861.260498	586.581055
2862.725830	658.581055
2864.191406	583.581055
2865.656982	625.581055
2867.122559	738.581055
2868.588135	825.581055
2870.053711	820.581055
2871.519287	921.581055
2872.984863	675.581055
2874.450439	612.581055
2875.916016	647.581055
2877.381592	626.581055
2878.847168	527.581055
2880.312744	824.581055
2881.778320	468.581055
2883.243652	904.581055
2884.709229	742.581055
2886.174805	794.581055
2887.640381	649.581055
2889.105957	861.581055
2890.571533	665.581055
2892.037109	529.581055
2893.502686	605.581055
2894.968262	795.581055
2896.433838	894.581055
2897.899414	907.581055
2899.364990	836.581055
2900.830566	798.581055
2902.296143	830.581055
2903.761719	564.581055
2905.227051	809.581055
2906.692627	818.581055
2908.158203	801.581055
2909.623779	950.581055
2911.089355	999.581055
2912.554932	1354.581055
2914.020508	1141.581055
2915.486084	1114.581055
2916.951660	1295.581055
2918.417236	1316.581055
2919.882813	1370.581055
2921.348389	1073.581055
2922.813965	1529.581055
2924.279541	1387.581055
2925.744873	1427.581055
2927.210449	1417.581055
2928.676025	1277.581055
2930.141602	1382.581055
2931.607178	1446.581055
2933.072754	1198.581055
2934.538330	1532.581055
2936.003906	1468.581055
2937.469482	1585.581055
2938.935059	1421.581055
2940.400635	1913.581055
2941.866211	1926.581055
2943.331787	2076.581055
2944.797363	1775.581055
2946.262939	2148.581055
2947.728271	2320.581055
2949.193848	2200.581055
2950.659424	2278.581055
2952.125000	2435.581055
2953.590576	2590.581055
2955.056152	2577.581055
2956.521729	2844.581055
2957.987305	2945.581055
2959.452881	3111.581055
2960.918457	3222.581055
2962.384033	3216.581055
2963.849609	3394.581055
2965.315186	3520.581055
2966.780762	3739.581055
2968.246094	4099.581055
2969.711670	4222.581055
2971.177246	4341.581055
2972.642822	4798.581055
2974.108398	4982.581055
2975.573975	5311.581055
2977.039551	5585.581055
2978.505127	5811.581055
2979.970703	6050.581055
2981.436279	6708.581055
2982.901855	7148.581055
2984.367432	7465.581055
2985.833008	7999.581055
2987.298584	8559.581055
2988.764160	9329.581055
2990.229492	9686.581055
2991.695068	10581.581055
2993.160645	11309.581055
2994.626221	12017.581055
2996.091797	12934.581055
2997.557373	13936.581055
2999.022949	15157.581055
3000.488525	16677.582031
3001.954102	17798.582031
3003.419678	19504.582031
3004.885254	21456.582031
3006.350830	23600.582031
3007.816406	26090.582031
3009.281982	28712.582031
3010.747314	31642.582031
3012.212891	35483.582031
3013.678467	39447.582031
3015.144043	44411.582031
3016.609619	49944.582031
3018.075195	56618.582031
3019.540771	64109.582031
3021.006348	73133.578125
3022.471924	84115.578125
3023.937500	96962.578125
3025.403076	112687.578125
3026.868652	131241.578125
3028.334229	154092.578125
3029.799805	181493.578125
3031.265381	214264.578125
3032.730713	254255.578125
3034.196289	300936.593750
3035.661865	355002.593750
3037.127441	413504.593750
3038.593018	471695.593750
3040.058594	518525.593750
3041.524170	536551.562500
3042.989746	504475.593750
3044.455322	404127.593750
3045.920898	232749.578125
3047.386475	12941.581055
3048.852051	-211506.421875
3050.317627	-392663.406250
3051.783203	-504515.406250
3053.248535	-544723.437500
3054.714111	-530132.437500
3056.179688	-483939.406250
3057.645264	-424262.406250
3059.110840	-362892.406250
3060.576416	-306114.406250
3062.041992	-256391.421875
3063.507568	-214893.421875
3064.973145	-179802.421875
3066.438721	-150668.421875
3067.904297	-126944.421875
3069.369873	-107162.421875
3070.835449	-90898.421875
3072.301025	-77767.421875
3073.766602	-66255.421875
3075.231934	-56568.417969
3076.697510	-48480.417969
3078.163086	-41622.417969
3079.628662	-35742.417969
3081.094238	-30804.417969
3082.559814	-25818.417969
3084.025391	-22078.417969
3085.490967	-18692.417969
3086.956543	-15289.418945
3088.422119	-12560.418945
3089.887695	-9569.418945
3091.353271	-7054.418945
3092.818848	-4740.418945
3094.284424	-2565.418945
3095.749756	-274.418945
3097.215332	1661.581055
3098.680908	4224.581055
3100.146484	6416.581055
3101.612061	8997.581055
3103.077637	11338.581055
3104.543213	14147.581055
3106.008789	17056.582031
3107.474365	20396.582031
3108.939941	24200.582031
3110.405518	28269.582031
3111.871094	32840.582031
3113.336670	38309.582031
3114.802246	44435.582031
3116.267822	51660.582031
3117.733154	60159.582031
3119.198730	70763.578125
3120.664307	83455.578125
3122.129883	98333.578125
3123.595459	116554.578125
3125.061035	139076.578125
3126.526611	167225.578125
3127.992188	202456.578125
3129.457764	245387.578125
3130.923340	299664.593750
3132.388916	365555.593750
3133.854492	444382.593750
3135.320068	533161.562500
3136.785645	622578.562500
3138.251221	691960.562500
3139.716553	706050.562500
3141.182129	622426.562500
3142.647705	416098.593750
3144.113281	106324.578125
3145.578857	-234311.421875
3147.044434	-514775.406250
3148.510010	-678436.437500
3149.975586	-722461.437500
3151.441162	-682467.437500
3152.906738	-599711.437500
3154.372314	-505848.406250
3155.837891	-417455.406250
3157.303467	-341248.406250
3158.769043	-278118.406250
3160.234375	-227011.421875
3161.699951	-186607.421875
3163.165527	-154208.421875
3164.631104	-128286.421875
3166.096680	-106866.421875
3167.562256	-89838.421875
3169.027832	-76058.421875
3170.493408	-64377.417969
3171.958984	-54855.417969
3173.424561	-46628.417969
3174.890137	-39682.417969
3176.355713	-33632.417969
3177.821289	-28386.417969
3179.286865	-23768.417969
3180.752441	-19616.417969
3182.217773	-16009.418945
3183.683350	-13481.418945
3185.148926	-12533.418945
3186.614502	-11948.418945
3188.080078	-10806.418945
3189.545654	-8708.418945
3191.011230	-6612.418945
3192.476807	-4090.418945
3193.942383	-1514.418945
3195.407959	566.581055
3196.873535	2704.581055
3198.339111	4646.581055
3199.804688	6794.581055
3201.270264	8995.581055
3202.735596	11062.581055
3204.201172	13623.581055
3205.666748	16256.581055
3207.132324	18753.582031
3208.597900	22164.582031
3210.063477	25874.582031
3211.529053	29946.582031
3212.994629	34795.582031
3214.460205	40581.582031
3215.925781	47316.582031
3217.391357	55426.582031
3218.856934	65071.582031
3220.322510	76113.578125
3221.788086	88403.578125
3223.253662	102837.578125
3224.718994	121149.578125
3226.184570	144304.578125
3227.650146	175513.578125
3229.115723	215403.578125
3230.581299	266074.593750
3232.046875	329180.593750
3233.512451	408298.593750
3234.978027	503510.593750
3236.443604	611782.562500
3237.909180	719356.562500
3239.374756	795260.562500
3240.840332	790837.562500
3242.305908	651049.562500
3243.771484	356144.593750
3245.236816	-41525.417969
3246.702393	-428196.406250
3248.167969	-697206.437500
3249.633545	-809833.437500
3251.099121	-794285.437500
3252.564697	-705949.437500
3254.030273	-593688.437500
3255.495850	-484711.406250
3256.961426	-390453.406250
3258.427002	-313503.406250
3259.892578	-253040.421875
3261.358154	-206360.421875
3262.823730	-170806.421875
3264.289307	-142599.421875
3265.754883	-118950.421875
3267.220215	-99521.421875
3268.685791	-83089.421875
3270.151367	-69957.421875
3271.616943	-59042.417969
3273.082520	-50423.417969
3274.548096	-43325.417969
3276.013672	-36886.417969
3277.479248	-31832.417969
3278.944824	-27227.417969
3280.410400	-23376.417969
3281.875977	-19784.417969
3283.341553	-16837.417969
3284.807129	-13876.418945
3286.272705	-11611.418945
3287.738037	-9632.418945
3289.203613	-7462.418945
3290.669189	-5313.418945
3292.134766	-3267.418945
3293.600342	-1077.418945
3295.065918	1434.581055
3296.531494	3542.581055
3297.997070	5396.581055
3299.462646	5869.581055
3300.928223	5238.581055
3302.393799	5051.581055
3303.859375	5680.581055
3305.324951	7389.581055
3306.790527	10027.581055
3308.256104	13136.581055
3309.721436	16282.581055
3311.187012	19313.582031
3312.652588	22508.582031
3314.118164	26215.582031
3315.583740	30307.582031
3317.049316	35377.582031
3318.514893	40817.582031
3319.980469	47314.582031
3321.446045	55180.582031
3322.911621	64128.582031
3324.377197	75576.578125
3325.842773	88857.578125
3327.308350	105506.578125
3328.773926	125959.578125
3330.239258	151454.578125
3331.704834	182970.578125
3333.170410	223553.578125
3334.635986	274307.593750
3336.101563	337601.593750
3337.567139	415260.593750
3339.032715	506658.593750
3340.498291	607078.562500
3341.963867	702907.562500
3343.429443	765277.562500
3344.895020	745678.562500
3346.360596	596935.562500
3347.826172	308526.593750
3349.291748	-67500.421875
3350.757324	-425740.406250
3352.222656	-672043.437500
3353.688232	-773769.437500
3355.153809	-758799.437500
3356.619385	-678052.437500
3358.084961	-574357.437500
3359.550537	-472421.406250
3361.016113	-383582.406250
3362.481689	-310698.406250
3363.947266	-252341.421875
3365.412842	-205532.421875
3366.878418	-168249.421875
3368.343994	-139185.421875
3369.809570	-115485.421875
3371.275146	-96277.421875
3372.740479	-80476.421875
3374.206055	-67418.421875
3375.671631	-56911.417969
3377.137207	-48046.417969
3378.602783	-41686.417969
3380.068359	-37308.417969
3381.533936	-34233.417969
3382.999512	-31220.417969
3384.465088	-27365.417969
3385.930664	-23868.417969
3387.396240	-19973.417969
3388.861816	-16747.417969
3390.327393	-14113.418945
3391.792969	-11586.418945
3393.258545	-9715.418945
3394.723877	-7944.418945
3396.189453	-5965.418945
3397.655029	-4425.418945
3399.120605	-2928.418945
3400.586182	-1490.418945
3402.051758	84.581055
3403.517334	1235.581055
3404.982910	3095.581055
3406.448486	4726.581055
3407.914063	6520.581055
3409.379639	8279.581055
3410.845215	10296.581055
3412.310791	12308.581055
3413.776367	14656.581055
3415.241699	17402.582031
3416.707275	20480.582031
3418.172852	22943.582031
3419.638428	25347.582031
3421.104004	27230.582031
3422.569580	29540.582031
3424.035156	33588.582031
3425.500732	39290.582031
3426.966309	46266.582031
3428.431885	54139.582031
3429.897461	63658.582031
3431.363037	74603.578125
3432.828613	87823.578125
3434.294189	103915.578125
3435.759766	123012.578125
3437.225098	146589.578125
3438.690674	175530.578125
3440.156250	211287.578125
3441.621826	254703.578125
3443.087402	308412.593750
3444.552979	372252.593750
3446.018555	445207.593750
3447.484131	523142.593750
3448.949707	593784.562500
3450.415283	635846.562500
3451.880859	618709.562500
3453.346436	512129.593750
3454.812012	305599.593750
3456.277588	28820.582031
3457.742920	-255890.421875
3459.208496	-480568.406250
3460.674072	-608389.437500
3462.139648	-642612.437500
3463.605225	-610653.437500
3465.070801	-543442.437500
3466.536377	-464736.406250
3468.001953	-389313.406250
3469.467529	-322931.406250
3470.933105	-266561.406250
3472.398682	-220937.421875
3473.864258	-183434.421875
3475.329834	-153024.421875
3476.795410	-128532.421875
3478.260986	-108483.421875
3479.726318	-92148.421875
3481.191895	-78620.421875
3482.657471	-67336.421875
3484.123047	-58056.417969
3485.588623	-50282.417969
3487.054199	-43348.417969
3488.519775	-37860.417969
3489.985352	-32763.417969
3491.450928	-28336.417969
3492.916504	-24458.417969
3494.382080	-21189.417969
3495.847656	-17975.417969
3497.313232	-14841.418945
3498.778809	-12286.418945
3500.244141	-10382.418945
3501.709717	-9364.418945
3503.175293	-8570.418945
3504.640869	-8342.418945
3506.106445	-7373.418945
3507.572021	-6292.418945
3509.037598	-4120.418945
3510.503174	-2492.418945
3511.968750	-946.418945
3513.434326	935.581055
3514.899902	2905.581055
3516.365479	4449.581055
3517.831055	6021.581055
3519.296631	7927.581055
3520.762207	9840.581055
3522.227539	11880.581055
3523.693115	13981.581055
3525.158691	16366.581055
3526.624268	18923.582031
3528.089844	21694.582031
3529.555420	25025.582031
3531.020996	28596.582031
3532.486572	32637.582031
3533.952148	37357.582031
3535.417725	42668.582031
3536.883301	49345.582031
3538.348877	56769.582031
3539.814453	65609.578125
3541.280029	75812.578125
3542.745361	86843.578125
3544.210938	100365.578125
3545.676514	116058.578125
3547.142090	134611.578125
3548.607666	158036.578125
3550.073242	186427.578125
3551.538818	220076.578125
3553.004395	259774.578125
3554.469971	304999.593750
3555.935547	354116.593750
3557.401123	404084.593750
3558.866699	447252.593750
3560.332275	472717.593750
3561.797852	464983.593750
3563.263428	407924.593750
3564.728760	294181.593750
3566.194336	129574.578125
3567.659912	-59482.417969
3569.125488	-237753.421875
3570.591064	-374086.406250
3572.056641	-452559.406250
3573.522217	-477845.406250
3574.987793	-463362.406250
3576.453369	-424793.406250
3577.918945	-376197.406250
3579.384521	-325934.406250
3580.850098	-278371.406250
3582.315674	-236514.421875
3583.781250	-200875.421875
3585.246582	-170639.421875
3586.712158	-145871.421875
3588.177734	-125268.421875
3589.643311	-108303.421875
3591.108887	-93605.421875
3592.574463	-81551.421875
3594.040039	-70734.421875
3595.505615	-61576.417969
3596.971191	-53383.417969
3598.436768	-46723.417969
3599.902344	-40811.417969
3601.367920	-35912.417969
3602.833496	-31499.417969
3604.299072	-27783.417969
3605.764648	-23959.417969
3607.229980	-21045.417969
3608.695557	-18396.417969
3610.161133	-15881.418945
3611.626709	-13842.418945
3613.092285	-11560.418945
3614.557861	-9894.418945
3616.023438	-7920.418945
3617.489014	-6196.418945
3618.954590	-4400.418945
3620.420166	-2856.418945
3621.885742	-1264.418945
3623.351318	512.581055
3624.816895	2087.581055
3626.282471	3616.581055
3627.747803	4812.581055
3629.213379	5867.581055
3630.678955	7302.581055
3632.144531	8121.581055
3633.610107	9694.581055
3635.075684	11082.581055
3636.541260	13225.581055
3638.006836	15677.581055
3639.472412	18167.582031
3640.937988	21523.582031
3642.403564	24759.582031
3643.869141	27902.582031
3645.334717	32272.582031
3646.800293	36586.582031
3648.265869	41507.582031
3649.731201	47116.582031
3651.196777	53658.582031
3652.662354	60930.582031
3654.127930	69524.578125
3655.593506	79731.578125
3657.059082	91170.578125
3658.524658	104401.578125
3659.990234	119647.578125
3661.455811	137489.578125
3662.921387	158325.578125
3664.386963	181645.578125
3665.852539	207590.578125
3667.318115	235970.578125
3668.783691	265887.593750
3670.249023	294131.593750
3671.714600	318062.593750
3673.180176	332530.593750
3674.645752	330478.593750
3676.111328	305689.593750
3677.576904	252605.578125
3679.042480	170731.578125
3680.508057	66954.578125
3681.973633	-46992.417969
3683.439209	-154108.421875
3684.904785	-241389.421875
3686.370361	-300810.406250
3687.835938	-330922.406250
3689.301514	-336586.406250
3690.767090	-324709.406250
3692.232422	-301804.406250
3693.697998	-273382.406250
3695.163574	-243898.421875
3696.629150	-214704.421875
3698.094727	-188176.421875
3699.560303	-164188.421875
3701.025879	-143096.421875
3702.491455	-124853.421875
3703.957031	-108884.421875
3705.422607	-95315.421875
3706.888184	-83542.421875
3708.353760	-73456.421875
3709.819336	-64461.417969
3711.284912	-56938.417969
3712.750488	-50227.417969
3714.215820	-44224.417969
3715.681396	-39091.417969
3717.146973	-34592.417969
3718.612549	-30672.417969
3720.078125	-27178.417969
3721.543701	-24200.417969
3723.009277	-21027.417969
3724.474854	-18549.417969
3725.940430	-16427.417969
3727.406006	-14127.418945
3728.871582	-12329.418945
3730.337158	-10561.418945
3731.802734	-9038.418945
3733.268311	-7131.418945
3734.733643	-5505.418945
3736.199219	-3891.418945
3737.664795	-2589.418945
3739.130371	-789.418945
3740.595947	763.581055
3742.061523	1970.581055
3743.527100	3825.581055
3744.992676	5404.581055
3746.458252	6944.581055
3747.923828	8557.581055
3749.389404	10219.581055
3750.854980	12207.581055
3752.320557	14219.581055
3753.786133	16057.581055
3755.251709	18361.582031
3756.717041	20943.582031
3758.182617	24035.582031
3759.648193	26847.582031
3761.113770	30651.582031
3762.579346	34312.582031
3764.044922	38567.582031
3765.510498	43197.582031
3766.976074	48353.582031
3768.441650	54456.582031
3769.907227	61279.582031
3771.372803	68989.578125
3772.838379	77860.578125
3774.303955	87468.578125
3775.769531	98358.578125
3777.234863	110808.578125
3778.700439	124319.578125
3780.166016	139120.578125
3781.631592	155268.578125
3783.097168	172259.578125
3784.562744	188801.578125
3786.028320	204646.578125
3787.493896	218129.578125
3788.959473	226519.578125
3790.425049	227390.578125
3791.890625	218339.578125
3793.356201	196353.578125
3794.821777	160654.578125
3796.287354	111040.578125
3797.752930	50564.582031
3799.218262	-14700.418945
3800.683838	-79181.421875
3802.149414	-136117.421875
3803.614990	-181154.421875
3805.080566	-212187.421875
3806.546143	-229309.421875
3808.011719	-234063.421875
3809.477295	-230397.421875
3810.942871	-219759.421875
3812.408447	-205329.421875
3813.874023	-188655.421875
3815.339600	-171668.421875
3816.805176	-154936.421875
3818.270752	-139268.421875
3819.736084	-124762.421875
3821.201660	-111558.421875
3822.667236	-99832.421875
3824.132813	-89443.421875
3825.598389	-80160.421875
3827.063965	-72240.421875
3828.529541	-64884.417969
3829.995117	-58434.417969
3831.460693	-53031.417969
3832.926270	-48168.417969
3834.391846	-43576.417969
3835.857422	-39938.417969
3837.322998	-36278.417969
3838.788574	-33455.417969
3840.254150	-30622.417969
3841.719482	-27988.417969
3843.185059	-25781.417969
3844.650635	-23862.417969
3846.116211	-21863.417969
3847.581787	-20449.417969
3849.047363	-19070.417969
3850.512939	-17426.417969
3851.978516	-16480.417969
3853.444092	-15306.418945
3854.909668	-14480.418945
3856.375244	-13792.418945
3857.840820	-12743.418945
3859.306396	-12173.418945
3860.771973	-11328.418945
3862.237305	-10439.418945
3863.702881	-9878.418945
3865.168457	-9385.418945
3866.634033	-9106.418945
3868.099609	-8637.418945
3869.565186	-8175.418945
3871.030762	-7941.418945
3872.496338	-7006.418945
3873.961914	-6986.418945
3875.427490	-6827.418945
3876.893066	-6341.418945
3878.358643	-5873.418945
3879.824219	-5786.418945
3881.289795	-5623.418945
3882.755371	-5372.418945
3884.220703	-5225.418945
3885.686279	-5003.418945
3887.151855	-4736.418945
3888.617432	-4499.418945
3890.083008	-4414.418945
3891.548584	-4423.418945
3893.014160	-3907.418945
3894.479736	-3828.418945
3895.945313	-3948.418945
3897.410889	-3987.418945
3898.876465	-3366.418945
3900.342041	-3685.418945
3901.807617	-3399.418945
3903.273193	-3237.418945
3904.738525	-3118.418945
3906.204102	-3260.418945
3907.669678	-3067.418945
3909.135254	-2846.418945
3910.600830	-2877.418945
3912.066406	-2690.418945
3913.531982	-2456.418945
3914.997559	-2619.418945
3916.463135	-2783.418945
3917.928711	-2600.418945
3919.394287	-2696.418945
3920.859863	-2346.418945
3922.325439	-2287.418945
3923.791016	-2355.418945
3925.256592	-2148.418945
3926.721924	-2029.418945
3928.187500	-2031.418945
3929.653076	-2207.418945
3931.118652	-2374.418945
3932.584229	-2210.418945
3934.049805	-2209.418945
3935.515381	-2269.418945
3936.980957	-1994.418945
3938.446533	-2194.418945
3939.912109	-2080.418945
3941.377686	-2065.418945
3942.843262	-2025.418945
3944.308838	-2188.418945
3945.774414	-2171.418945
3947.239746	-2055.418945
3948.705322	-2003.418945
3950.170898	-1909.418945
3951.636475	-1903.418945
3953.102051	-1985.418945
3954.567627	-1924.418945
3956.033203	-1895.418945
3957.498779	-1845.418945
3958.964355	-1736.418945
3960.429932	-1650.418945
3961.895508	-1628.418945
3963.361084	-1704.418945
3964.826660	-1888.418945
3966.292236	-1530.418945
3967.757813	-1365.418945
3969.223145	-1345.418945
3970.688721	-1548.418945
3972.154297	-1699.418945
3973.619873	-1376.418945
3975.085449	-1371.418945
3976.551025	-1428.418945
3978.016602	-1249.418945
3979.482178	-1480.418945
3980.947754	-1240.418945
3982.413330	-1158.418945
3983.878906	-1400.418945
3985.344482	-1202.418945
3986.810059	-1464.418945
3988.275635	-1248.418945
3989.740967	-1147.418945
3991.206543	-1297.418945
3992.672119	-1179.418945
3994.137695	-1367.418945
3995.603271	-1288.418945
3997.068848	-1327.418945
3998.534424	-1264.418945
4000.000000	-1179.418945




