Potential,Current,Potential_vs_Fc
0.746,3.003e-06,0.11699999999999999
0.747,3.009e-06,0.118
0.748,3.017e-06,0.119
0.749,3.024e-06,0.12
0.75,3.031e-06,0.121
0.751,3.04e-06,0.122
0.752,3.047e-06,0.123
0.753,3.055e-06,0.124
0.754,3.06e-06,0.125
0.755,3.07e-06,0.126
0.756,3.078e-06,0.127
0.757,3.084e-06,0.128
0.758,3.091e-06,0.129
0.759,3.101e-06,0.13
0.76,3.106e-06,0.131
0.761,3.116e-06,0.132
0.762,3.122e-06,0.133
0.763,3.131e-06,0.134
0.764,3.137e-06,0.135
0.765,3.147e-06,0.136
0.766,3.154e-06,0.137
0.767,3.161e-06,0.138
0.768,3.17e-06,0.139
0.769,3.178e-06,0.14
0.77,3.184e-06,0.14100000000000001
0.771,3.191e-06,0.14200000000000002
0.772,3.198e-06,0.14300000000000002
0.773,3.206e-06,0.14400000000000002
0.774,3.209e-06,0.14500000000000002
0.775,3.222e-06,0.14600000000000002
0.776,3.227e-06,0.14700000000000002
0.777,3.237e-06,0.14800000000000002
0.778,3.243e-06,0.14900000000000002
0.779,3.252e-06,0.15000000000000002
0.78,3.26e-06,0.15100000000000002
0.781,3.27e-06,0.15200000000000002
0.782,3.274e-06,0.15300000000000002
0.783,3.285e-06,0.15400000000000003
0.784,3.292e-06,0.15500000000000003
0.785,3.301e-06,0.15600000000000003
0.786,3.307e-06,0.15700000000000003
0.787,3.317e-06,0.15800000000000003
0.788,3.324e-06,0.15900000000000003
0.789,3.331e-06,0.16000000000000003
0.79,3.34e-06,0.16100000000000003
0.791,3.349e-06,0.16200000000000003
0.792,3.354e-06,0.16300000000000003
0.793,3.364e-06,0.16400000000000003
0.794,3.371e-06,0.16500000000000004
0.795,3.379e-06,0.16600000000000004
0.796,3.386e-06,0.16700000000000004
0.797,3.393e-06,0.16800000000000004
0.798,3.399e-06,0.16900000000000004
0.799,3.407e-06,0.17000000000000004
0.8,3.414e-06,0.17100000000000004
0.801,3.421e-06,0.17200000000000004
0.802,3.428e-06,0.17300000000000004
0.803,3.435e-06,0.17400000000000004
0.804,3.44e-06,0.17500000000000004
0.805,3.448e-06,0.17600000000000005
0.806,3.453e-06,0.17700000000000005
0.807,3.462e-06,0.17800000000000005
0.808,3.468e-06,0.17900000000000005
0.809,3.476e-06,0.18000000000000005
0.81,3.482e-06,0.18100000000000005
0.811,3.492e-06,0.18200000000000005
0.812,3.498e-06,0.18300000000000005
0.813,3.508e-06,0.18399999999999994
0.814,3.515e-06,0.18499999999999994
0.815,3.525e-06,0.18599999999999994
0.816,3.532e-06,0.18699999999999994
0.817,3.541e-06,0.18799999999999994
0.818,3.548e-06,0.18899999999999995
0.819,3.563e-06,0.18999999999999995
0.82,3.571e-06,0.19099999999999995
0.821,3.579e-06,0.19199999999999995
0.822,3.586e-06,0.19299999999999995
0.823,3.596e-06,0.19399999999999995
0.824,3.604e-06,0.19499999999999995
0.825,3.613e-06,0.19599999999999995
0.826,3.621e-06,0.19699999999999995
0.827,3.631e-06,0.19799999999999995
0.828,3.639e-06,0.19899999999999995
0.829,3.647e-06,0.19999999999999996
0.83,3.655e-06,0.20099999999999996
0.831,3.666e-06,0.20199999999999996
0.832,3.674e-06,0.20299999999999996
0.833,3.684e-06,0.20399999999999996
0.834,3.689e-06,0.20499999999999996
0.835,3.7e-06,0.20599999999999996
0.836,3.707e-06,0.20699999999999996
0.837,3.715e-06,0.20799999999999996
0.838,3.723e-06,0.20899999999999996
0.839,3.734e-06,0.20999999999999996
0.84,3.742e-06,0.21099999999999997
0.841,3.752e-06,0.21199999999999997
0.842,3.759e-06,0.21299999999999997
0.843,3.771e-06,0.21399999999999997
0.844,3.779e-06,0.21499999999999997
0.845,3.789e-06,0.21599999999999997
0.846,3.797e-06,0.21699999999999997
0.847,3.808e-06,0.21799999999999997
0.848,3.814e-06,0.21899999999999997
0.849,3.825e-06,0.21999999999999997
0.85,3.832e-06,0.22099999999999997
0.851,3.844e-06,0.22199999999999998
0.852,3.852e-06,0.22299999999999998
0.853,3.86e-06,0.22399999999999998
0.854,3.868e-06,0.22499999999999998
0.855,3.88e-06,0.22599999999999998
0.856,3.887e-06,0.22699999999999998
0.857,3.898e-06,0.22799999999999998
0.858,3.906e-06,0.22899999999999998
0.859,3.917e-06,0.22999999999999998
0.86,3.923e-06,0.23099999999999998
0.861,3.935e-06,0.23199999999999998
0.862,3.942e-06,0.23299999999999998
0.863,3.954e-06,0.23399999999999999
0.864,3.962e-06,0.235
0.865,3.972e-06,0.236
0.866,3.977e-06,0.237
0.867,3.989e-06,0.238
0.868,3.998e-06,0.239
0.869,4.008e-06,0.24
0.87,4.017e-06,0.241
0.871,4.029e-06,0.242
0.872,4.034e-06,0.243
0.873,4.046e-06,0.244
0.874,4.054e-06,0.245
0.875,4.065e-06,0.246
0.876,4.073e-06,0.247
0.877,4.083e-06,0.248
0.878,4.09e-06,0.249
0.879,4.104e-06,0.25
0.88,4.111e-06,0.251
0.881,4.121e-06,0.252
0.882,4.128e-06,0.253
0.883,4.14e-06,0.254
0.884,4.148e-06,0.255
0.885,4.159e-06,0.256
0.886,4.167e-06,0.257
0.887,4.178e-06,0.258
0.888,4.185e-06,0.259
0.889,4.198e-06,0.26
0.89,4.205e-06,0.261
0.891,4.215e-06,0.262
0.892,4.224e-06,0.263
0.893,4.235e-06,0.264
0.894,4.242e-06,0.265
0.895,4.254e-06,0.266
0.896,4.262e-06,0.267
0.897,4.275e-06,0.268
0.898,4.28e-06,0.269
0.899,4.294e-06,0.27
0.9,4.3e-06,0.271
0.901,4.311e-06,0.272
0.902,4.32e-06,0.273
0.903,4.332e-06,0.274
0.904,4.34e-06,0.275
0.905,4.351e-06,0.276
0.906,4.357e-06,0.277
0.907,4.371e-06,0.278
0.908,4.38e-06,0.279
0.909,4.392e-06,0.28
0.91,4.4e-06,0.281
0.911,4.414e-06,0.28200000000000003
0.912,4.421e-06,0.28300000000000003
0.913,4.434e-06,0.28400000000000003
0.914,4.441e-06,0.28500000000000003
0.915,4.455e-06,0.28600000000000003
0.916,4.463e-06,0.28700000000000003
0.917,4.475e-06,0.28800000000000003
0.918,4.482e-06,0.28900000000000003
0.919,4.497e-06,0.29000000000000004
0.92,4.504e-06,0.29100000000000004
0.921,4.517e-06,0.29200000000000004
0.922,4.525e-06,0.29300000000000004
0.923,4.535e-06,0.29400000000000004
0.924,4.545e-06,0.29500000000000004
0.925,4.557e-06,0.29600000000000004
0.926,4.566e-06,0.29700000000000004
0.927,4.579e-06,0.29800000000000004
0.928,4.586e-06,0.29900000000000004
0.929,4.599e-06,0.30000000000000004
0.93,4.609e-06,0.30100000000000005
0.931,4.622e-06,0.30200000000000005
0.932,4.632e-06,0.30300000000000005
0.933,4.643e-06,0.30400000000000005
0.934,4.654e-06,0.30500000000000005
0.935,4.669e-06,0.30600000000000005
0.936,4.674e-06,0.30700000000000005
0.937,4.689e-06,0.30800000000000005
0.938,4.697e-06,0.30899999999999994
0.939,4.712e-06,0.30999999999999994
0.94,4.719e-06,0.31099999999999994
0.941,4.734e-06,0.31199999999999994
0.942,4.743e-06,0.31299999999999994
0.943,4.757e-06,0.31399999999999995
0.944,4.766e-06,0.31499999999999995
0.945,4.78e-06,0.31599999999999995
0.946,4.788e-06,0.31699999999999995
0.947,4.805e-06,0.31799999999999995
0.948,4.814e-06,0.31899999999999995
0.949,4.826e-06,0.31999999999999995
0.95,4.836e-06,0.32099999999999995
0.951,4.853e-06,0.32199999999999995
0.952,4.859e-06,0.32299999999999995
0.953,4.875e-06,0.32399999999999995
0.954,4.885e-06,0.32499999999999996
0.955,4.899e-06,0.32599999999999996
0.956,4.909e-06,0.32699999999999996
0.957,4.924e-06,0.32799999999999996
0.958,4.933e-06,0.32899999999999996
0.959,4.948e-06,0.32999999999999996
0.96,4.958e-06,0.33099999999999996
0.961,4.973e-06,0.33199999999999996
0.962,4.981e-06,0.33299999999999996
0.963,4.998e-06,0.33399999999999996
0.964,5.009e-06,0.33499999999999996
0.965,5.022e-06,0.33599999999999997
0.966,5.034e-06,0.33699999999999997
0.967,5.049e-06,0.33799999999999997
0.968,5.059e-06,0.33899999999999997
0.969,5.076e-06,0.33999999999999997
0.97,5.085e-06,0.34099999999999997
0.971,5.101e-06,0.34199999999999997
0.972,5.112e-06,0.34299999999999997
0.973,5.129e-06,0.344
0.974,5.139e-06,0.345
0.975,5.154e-06,0.346
0.976,5.165e-06,0.347
0.977,5.181e-06,0.348
0.978,5.19e-06,0.349
0.979,5.208e-06,0.35
0.98,5.22e-06,0.351
0.981,5.235e-06,0.352
0.982,5.246e-06,0.353
0.983,5.264e-06,0.354
0.984,5.273e-06,0.355
0.985,5.291e-06,0.356
0.986,5.303e-06,0.357
0.987,5.318e-06,0.358
0.988,5.331e-06,0.359
0.989,5.346e-06,0.36
0.99,5.356e-06,0.361
0.991,5.373e-06,0.362
0.992,5.387e-06,0.363
0.993,5.404e-06,0.364
0.994,5.414e-06,0.365
0.995,5.433e-06,0.366
0.996,5.445e-06,0.367
0.997,5.461e-06,0.368
0.998,5.474e-06,0.369
0.999,5.492e-06,0.37
1.0,5.504e-06,0.371
1.001,5.523e-06,0.3719999999999999
1.002,5.535e-06,0.373
1.003,5.555e-06,0.3739999999999999
1.004,5.569e-06,0.375
1.005,5.588e-06,0.3759999999999999
1.006,5.601e-06,0.377
1.007,5.619e-06,0.3779999999999999
1.008,5.632e-06,0.379
1.009,5.651e-06,0.3799999999999999
1.01,5.662e-06,0.381
1.011,5.683e-06,0.3819999999999999
1.012,5.7e-06,0.383
1.013,5.714e-06,0.3839999999999999
1.014,5.73e-06,0.385
1.015,5.756e-06,0.3859999999999999
1.016,5.772e-06,0.387
1.017,5.792e-06,0.3879999999999999
1.018,5.81e-06,0.389
1.019,5.831e-06,0.3899999999999999
1.02,5.847e-06,0.391
1.021,5.87e-06,0.3919999999999999
1.022,5.885e-06,0.393
1.023,5.908e-06,0.3939999999999999
1.024,5.925e-06,0.395
1.025,5.948e-06,0.3959999999999999
1.026,5.964e-06,0.397
1.027,5.988e-06,0.3979999999999999
1.028,6.006e-06,0.399
1.029,6.027e-06,0.3999999999999999
1.03,6.047e-06,0.401
1.031,6.072e-06,0.4019999999999999
1.032,6.089e-06,0.403
1.033,6.115e-06,0.4039999999999999
1.034,6.135e-06,0.405
1.035,6.16e-06,0.4059999999999999
1.036,6.179e-06,0.40700000000000003
1.037,6.206e-06,0.4079999999999999
1.038,6.225e-06,0.40900000000000003
1.039,6.252e-06,0.4099999999999999
1.04,6.271e-06,0.41100000000000003
1.041,6.299e-06,0.4119999999999999
1.042,6.32e-06,0.41300000000000003
1.043,6.349e-06,0.4139999999999999
1.044,6.371e-06,0.41500000000000004
1.045,6.397e-06,0.4159999999999999
1.046,6.419e-06,0.41700000000000004
1.047,6.45e-06,0.4179999999999999
1.048,6.469e-06,0.41900000000000004
1.049,6.499e-06,0.41999999999999993
1.05,6.521e-06,0.42100000000000004
1.051,6.552e-06,0.42199999999999993
1.052,6.577e-06,0.42300000000000004
1.053,6.608e-06,0.42399999999999993
1.054,6.631e-06,0.42500000000000004
1.055,6.664e-06,0.42599999999999993
1.056,6.688e-06,0.42700000000000005
1.057,6.719e-06,0.42799999999999994
1.058,6.742e-06,0.42900000000000005
1.059,6.775e-06,0.42999999999999994
1.06,6.799e-06,0.43100000000000005
1.061,6.829e-06,0.43199999999999994
1.062,6.856e-06,0.43300000000000005
1.063,6.89e-06,0.43399999999999994
1.064,6.915e-06,0.43500000000000005
1.065,6.95e-06,0.43599999999999994
1.066,6.976e-06,0.43700000000000006
1.067,7.013e-06,0.43799999999999994
1.068,7.04e-06,0.43900000000000006
1.069,7.073e-06,0.43999999999999995
1.07,7.1e-06,0.44100000000000006
1.071,7.135e-06,0.44199999999999995
1.072,7.164e-06,0.44300000000000006
1.073,7.197e-06,0.44399999999999995
1.074,7.226e-06,0.44500000000000006
1.075,7.269e-06,0.44599999999999995
1.076,7.298e-06,0.44700000000000006
1.077,7.333e-06,0.44799999999999995
1.078,7.363e-06,0.44900000000000007
1.079,7.403e-06,0.44999999999999996
1.08,7.432e-06,0.45100000000000007
1.081,7.469e-06,0.45199999999999996
1.082,7.499e-06,0.45300000000000007
1.083,7.535e-06,0.45399999999999996
1.084,7.565e-06,0.45500000000000007
1.085,7.601e-06,0.45599999999999996
1.086,7.633e-06,0.4570000000000001
1.087,7.672e-06,0.45799999999999996
1.088,7.702e-06,0.4590000000000001
1.089,7.742e-06,0.45999999999999996
1.09,7.771e-06,0.4610000000000001
1.091,7.812e-06,0.46199999999999997
1.092,7.843e-06,0.4630000000000001
1.093,7.882e-06,0.46399999999999997
1.094,7.913e-06,0.4650000000000001
1.095,7.955e-06,0.46599999999999997
1.096,7.985e-06,0.4670000000000001
1.097,8.024e-06,0.46799999999999997
1.098,8.057e-06,0.4690000000000001
1.099,8.097e-06,0.47
1.1,8.13e-06,0.4710000000000001
1.101,8.172e-06,0.472
1.102,8.205e-06,0.4730000000000001
1.103,8.245e-06,0.474
1.104,8.278e-06,0.4750000000000001
1.105,8.322e-06,0.476
1.106,8.353e-06,0.4770000000000001
1.107,8.396e-06,0.478
1.108,8.43e-06,0.4790000000000001
1.109,8.469e-06,0.48
1.11,8.505e-06,0.4810000000000001
1.111,8.549e-06,0.482
1.112,8.583e-06,0.4830000000000001
1.113,8.628e-06,0.484
1.114,8.663e-06,0.4850000000000001
1.115,8.708e-06,0.486
1.116,8.744e-06,0.4870000000000001
1.117,8.787e-06,0.488
1.118,8.823e-06,0.4890000000000001
1.119,8.87e-06,0.49
1.12,8.906e-06,0.4910000000000001
1.121,8.952e-06,0.492
1.122,8.986e-06,0.4930000000000001
1.123,9.034e-06,0.494
1.124,9.073e-06,0.4950000000000001
1.125,9.119e-06,0.496
1.126,9.159e-06,0.4969999999999999
1.127,9.208e-06,0.498
1.128,9.244e-06,0.4989999999999999
1.129,9.289e-06,0.5
1.13,9.325e-06,0.5009999999999999
1.131,9.377e-06,0.502
1.132,9.416e-06,0.5029999999999999
1.133,9.464e-06,0.504
1.134,9.505e-06,0.5049999999999999
1.135,9.56e-06,0.506
1.136,9.605e-06,0.5069999999999999
1.137,9.664e-06,0.508
1.138,9.71e-06,0.5089999999999999
1.139,9.772e-06,0.51
1.14,9.828e-06,0.5109999999999999
1.141,9.896e-06,0.512
1.142,9.966e-06,0.5129999999999999
1.143,1.006e-05,0.514
1.144,1.014e-05,0.5149999999999999
1.145,1.025e-05,0.516
1.146,1.036e-05,0.5169999999999999
1.147,1.048e-05,0.518
1.148,1.06e-05,0.5189999999999999
1.149,1.073e-05,0.52
1.15,1.086e-05,0.5209999999999999
1.151,1.1e-05,0.522
1.152,1.114e-05,0.5229999999999999
1.153,1.129e-05,0.524
1.154,1.143e-05,0.5249999999999999
1.155,1.159e-05,0.526
1.156,1.175e-05,0.5269999999999999
1.157,1.192e-05,0.528
1.158,1.208e-05,0.5289999999999999
1.159,1.226e-05,0.53
1.16,1.243e-05,0.5309999999999999
1.161,1.262e-05,0.532
1.162,1.28e-05,0.5329999999999999
1.163,1.3e-05,0.534
1.164,1.319e-05,0.5349999999999999
1.165,1.34e-05,0.536
1.166,1.36e-05,0.5369999999999999
1.167,1.382e-05,0.538
1.168,1.403e-05,0.5389999999999999
1.169,1.426e-05,0.54
1.17,1.447e-05,0.5409999999999999
1.171,1.471e-05,0.542
1.172,1.495e-05,0.5429999999999999
1.173,1.52e-05,0.544
1.174,1.545e-05,0.5449999999999999
1.175,1.571e-05,0.546
1.176,1.596e-05,0.5469999999999999
1.177,1.623e-05,0.548
1.178,1.65e-05,0.5489999999999999
1.179,1.678e-05,0.55
1.18,1.705e-05,0.5509999999999999
1.181,1.734e-05,0.552
1.182,1.762e-05,0.5529999999999999
1.183,1.793e-05,0.554
1.184,1.822e-05,0.5549999999999999
1.185,1.854e-05,0.556
1.186,1.884e-05,0.5569999999999999
1.187,1.916e-05,0.558
1.188,1.947e-05,0.5589999999999999
1.189,1.981e-05,0.56
1.19,2.014e-05,0.5609999999999999
1.191,2.049e-05,0.562
1.192,2.084e-05,0.563
1.193,2.119e-05,0.5640000000000001
1.194,2.155e-05,0.565
1.195,2.192e-05,0.5660000000000001
1.196,2.229e-05,0.567
1.197,2.267e-05,0.5680000000000001
1.198,2.306e-05,0.569
1.199,2.346e-05,0.5700000000000001
1.2,2.385e-05,0.571
1.201,2.426e-05,0.5720000000000001
1.202,2.466e-05,0.573
1.203,2.508e-05,0.5740000000000001
1.204,2.55e-05,0.575
1.205,2.593e-05,0.5760000000000001
1.206,2.636e-05,0.577
1.207,2.68e-05,0.5780000000000001
1.208,2.724e-05,0.579
1.209,2.77e-05,0.5800000000000001
1.21,2.815e-05,0.581
1.211,2.862e-05,0.5820000000000001
1.212,2.907e-05,0.583
1.213,2.956e-05,0.5840000000000001
1.214,3.003e-05,0.585
1.215,3.053e-05,0.5860000000000001
1.216,3.102e-05,0.587
1.217,3.154e-05,0.5880000000000001
1.218,3.203e-05,0.589
1.219,3.255e-05,0.5900000000000001
1.22,3.305e-05,0.591
1.221,3.358e-05,0.5920000000000001
1.222,3.41e-05,0.593
1.223,3.464e-05,0.5940000000000001
1.224,3.516e-05,0.595
1.225,3.571e-05,0.5960000000000001
1.226,3.626e-05,0.597
1.227,3.682e-05,0.5980000000000001
1.228,3.737e-05,0.599
1.229,3.797e-05,0.6000000000000001
1.23,3.854e-05,0.601
1.231,3.914e-05,0.6020000000000001
1.232,3.971e-05,0.603
1.233,4.031e-05,0.6040000000000001
1.234,4.089e-05,0.605
1.235,4.15e-05,0.6060000000000001
1.236,4.21e-05,0.607
1.237,4.272e-05,0.6080000000000001
1.238,4.332e-05,0.609
1.239,4.395e-05,0.6100000000000001
1.24,4.457e-05,0.611
1.241,4.521e-05,0.6120000000000001
1.242,4.584e-05,0.613
1.243,4.649e-05,0.6140000000000001
1.244,4.713e-05,0.615
1.245,4.779e-05,0.6160000000000001
1.246,4.844e-05,0.617
1.247,4.911e-05,0.6180000000000001
1.248,4.976e-05,0.619
1.249,5.044e-05,0.6200000000000001
1.25,5.109e-05,0.621
1.251,5.178e-05,0.6219999999999999
1.252,5.246e-05,0.623
1.253,5.315e-05,0.6239999999999999
1.254,5.384e-05,0.625
1.255,5.455e-05,0.6259999999999999
1.256,5.525e-05,0.627
1.257,5.596e-05,0.6279999999999999
1.258,5.666e-05,0.629
1.259,5.738e-05,0.6299999999999999
1.26,5.809e-05,0.631
1.261,5.882e-05,0.6319999999999999
1.262,5.954e-05,0.633
1.263,6.028e-05,0.6339999999999999
1.264,6.1e-05,0.635
1.265,6.175e-05,0.6359999999999999
1.266,6.249e-05,0.637
1.267,6.325e-05,0.6379999999999999
1.268,6.399e-05,0.639
1.269,6.475e-05,0.6399999999999999
1.27,6.549e-05,0.641
1.271,6.626e-05,0.6419999999999999
1.272,6.7e-05,0.643
1.273,6.777e-05,0.6439999999999999
1.274,6.853e-05,0.645
1.275,6.931e-05,0.6459999999999999
1.276,7.008e-05,0.647
1.277,7.088e-05,0.6479999999999999
1.278,7.165e-05,0.649
1.279,7.244e-05,0.6499999999999999
1.28,7.322e-05,0.651
1.281,7.402e-05,0.6519999999999999
1.282,7.48e-05,0.653
1.283,7.56e-05,0.6539999999999999
1.284,7.639e-05,0.655
1.285,7.72e-05,0.6559999999999999
1.286,7.799e-05,0.657
1.287,7.882e-05,0.6579999999999999
1.288,7.961e-05,0.659
1.289,8.042e-05,0.6599999999999999
1.29,8.123e-05,0.661
1.291,8.204e-05,0.6619999999999999
1.292,8.283e-05,0.663
1.293,8.366e-05,0.6639999999999999
1.294,8.447e-05,0.665
1.295,8.529e-05,0.6659999999999999
1.296,8.611e-05,0.667
1.297,8.695e-05,0.6679999999999999
1.298,8.776e-05,0.669
1.299,8.859e-05,0.6699999999999999
1.3,8.941e-05,0.671
1.301,9.024e-05,0.6719999999999999
1.302,9.106e-05,0.673
1.303,9.19e-05,0.6739999999999999
1.304,9.272e-05,0.675
1.305,9.356e-05,0.6759999999999999
1.306,9.439e-05,0.677
1.307,9.524e-05,0.6779999999999999
1.308,9.605e-05,0.679
1.309,9.69e-05,0.6799999999999999
1.31,9.771e-05,0.681
1.311,9.854e-05,0.6819999999999999
1.312,9.937e-05,0.683
1.313,0.0001002,0.6839999999999999
1.314,0.000101,0.685
1.315,0.0001019,0.6859999999999999
1.316,0.0001027,0.687
1.317,0.0001036,0.688
1.318,0.0001044,0.6890000000000001
1.319,0.0001052,0.69
1.32,0.0001061,0.6910000000000001
1.321,0.0001069,0.692
1.322,0.0001077,0.6930000000000001
1.323,0.0001085,0.694
1.324,0.0001094,0.6950000000000001
1.325,0.0001102,0.696
1.326,0.000111,0.6970000000000001
1.327,0.0001119,0.698
1.328,0.0001127,0.6990000000000001
1.329,0.0001135,0.7
1.33,0.0001143,0.7010000000000001
1.331,0.0001152,0.702
1.332,0.000116,0.7030000000000001
1.333,0.0001168,0.704
1.334,0.0001176,0.7050000000000001
1.335,0.0001184,0.706
1.336,0.0001192,0.7070000000000001
1.337,0.0001201,0.708
1.338,0.0001209,0.7090000000000001
1.339,0.0001217,0.71
1.34,0.0001225,0.7110000000000001
1.341,0.0001233,0.712
1.342,0.0001241,0.7130000000000001
1.343,0.0001249,0.714
1.344,0.0001257,0.7150000000000001
1.345,0.0001265,0.716
1.346,0.0001272,0.7170000000000001
1.347,0.000128,0.718
1.348,0.0001288,0.7190000000000001
1.349,0.0001296,0.72
1.35,0.0001303,0.7210000000000001
1.351,0.0001311,0.722
1.352,0.0001319,0.7230000000000001
1.353,0.0001326,0.724
1.354,0.0001334,0.7250000000000001
1.355,0.0001342,0.726
1.356,0.0001349,0.7270000000000001
1.357,0.0001357,0.728
1.358,0.0001364,0.7290000000000001
1.359,0.0001371,0.73
1.36,0.0001379,0.7310000000000001
1.361,0.0001386,0.732
1.362,0.0001393,0.7330000000000001
1.363,0.0001401,0.734
1.364,0.0001408,0.7350000000000001
1.365,0.0001415,0.736
1.366,0.0001422,0.7370000000000001
1.367,0.0001429,0.738
1.368,0.0001436,0.7390000000000001
1.369,0.0001443,0.74
1.37,0.000145,0.7410000000000001
1.371,0.0001456,0.742
1.372,0.0001463,0.7430000000000001
1.373,0.000147,0.744
1.374,0.0001476,0.7450000000000001
1.375,0.0001483,0.746
1.376,0.0001489,0.7469999999999999
1.377,0.0001496,0.748
1.378,0.0001502,0.7489999999999999
1.379,0.0001509,0.75
1.38,0.0001515,0.7509999999999999
1.381,0.0001521,0.752
1.382,0.0001527,0.7529999999999999
1.383,0.0001533,0.754
1.384,0.0001539,0.7549999999999999
1.385,0.0001545,0.756
1.386,0.0001551,0.7569999999999999
1.387,0.0001557,0.758
1.388,0.0001562,0.7589999999999999
1.389,0.0001568,0.76
1.39,0.0001573,0.7609999999999999
1.391,0.0001579,0.762
1.392,0.0001584,0.7629999999999999
1.393,0.0001589,0.764
1.394,0.0001594,0.7649999999999999
1.395,0.00016,0.766
1.396,0.0001605,0.7669999999999999
1.397,0.0001609,0.768
1.398,0.0001614,0.7689999999999999
1.399,0.0001619,0.77
1.4,0.0001624,0.7709999999999999
1.401,0.0001628,0.772
1.402,0.0001633,0.7729999999999999
1.403,0.0001637,0.774
1.404,0.0001641,0.7749999999999999
1.405,0.0001646,0.776
1.406,0.0001649,0.7769999999999999
1.407,0.0001653,0.778
1.408,0.0001657,0.7789999999999999
1.409,0.0001661,0.78
1.41,0.0001665,0.7809999999999999
1.411,0.0001668,0.782
1.412,0.0001672,0.7829999999999999
1.413,0.0001675,0.784
1.414,0.0001678,0.7849999999999999
1.415,0.0001681,0.786
1.416,0.0001684,0.7869999999999999
1.417,0.0001687,0.788
1.418,0.000169,0.7889999999999999
1.419,0.0001693,0.79
1.42,0.0001695,0.7909999999999999
1.421,0.0001698,0.792
1.422,0.00017,0.7929999999999999
1.423,0.0001702,0.794
1.424,0.0001704,0.7949999999999999
1.425,0.0001706,0.796
1.426,0.0001708,0.7969999999999999
1.427,0.000171,0.798
1.428,0.0001711,0.7989999999999999
1.429,0.0001713,0.8
1.43,0.0001714,0.8009999999999999
1.431,0.0001715,0.802
1.432,0.0001716,0.8029999999999999
1.433,0.0001717,0.804
1.434,0.0001718,0.8049999999999999
1.435,0.0001719,0.806
1.436,0.0001719,0.8069999999999999
1.437,0.000172,0.808
1.438,0.000172,0.8089999999999999
1.439,0.0001721,0.81
1.44,0.0001721,0.8109999999999999
1.441,0.0001721,0.812
1.442,0.000172,0.813
1.443,0.000172,0.8140000000000001
1.444,0.000172,0.815
1.445,0.0001719,0.8160000000000001
1.446,0.0001718,0.817
1.447,0.0001718,0.8180000000000001
1.448,0.0001717,0.819
1.449,0.0001716,0.8200000000000001
1.45,0.0001715,0.821
1.451,0.0001713,0.8220000000000001
1.452,0.0001712,0.823
1.453,0.0001711,0.8240000000000001
1.454,0.0001709,0.825
1.455,0.0001707,0.8260000000000001
1.456,0.0001705,0.827
1.457,0.0001704,0.8280000000000001
1.458,0.0001702,0.829
1.459,0.00017,0.8300000000000001
1.46,0.0001697,0.831
1.461,0.0001695,0.8320000000000001
1.462,0.0001693,0.833
1.463,0.000169,0.8340000000000001
1.464,0.0001688,0.835
1.465,0.0001685,0.8360000000000001
1.466,0.0001683,0.837
1.467,0.000168,0.8380000000000001
1.468,0.0001677,0.839
1.469,0.0001674,0.8400000000000001
1.47,0.0001672,0.841
1.471,0.0001669,0.8420000000000001
1.472,0.0001666,0.843
1.473,0.0001663,0.8440000000000001
1.474,0.000166,0.845
1.475,0.0001657,0.8460000000000001
1.476,0.0001654,0.847
1.477,0.000165,0.8480000000000001
1.478,0.0001647,0.849
1.479,0.0001644,0.8500000000000001
1.48,0.0001641,0.851
1.481,0.0001638,0.8520000000000001
1.482,0.0001635,0.853
1.483,0.0001632,0.8540000000000001
1.484,0.0001628,0.855
1.485,0.0001625,0.8560000000000001
1.486,0.0001622,0.857
1.487,0.0001619,0.8580000000000001
1.488,0.0001616,0.859
1.489,0.0001613,0.8600000000000001
1.49,0.000161,0.861
1.491,0.0001608,0.8620000000000001
1.492,0.0001605,0.863
1.493,0.0001602,0.8640000000000001
1.494,0.0001599,0.865
1.495,0.0001597,0.8660000000000001
1.496,0.0001594,0.867
1.497,0.0001592,0.8680000000000001
1.498,0.0001589,0.869
1.499,0.0001587,0.8700000000000001
1.5,0.0001585,0.871
1.501,0.0001583,0.8719999999999999
1.502,0.000158,0.873
1.503,0.0001579,0.8739999999999999
1.504,0.0001577,0.875
1.505,0.0001575,0.8759999999999999
1.506,0.0001573,0.877
1.507,0.0001572,0.8779999999999999
1.508,0.000157,0.879
1.509,0.0001569,0.8799999999999999
1.51,0.0001567,0.881
1.511,0.0001566,0.8819999999999999
1.512,0.0001565,0.883
1.513,0.0001564,0.8839999999999999
1.514,0.0001563,0.885
1.515,0.0001563,0.8859999999999999
1.516,0.0001562,0.887
1.517,0.0001562,0.8879999999999999
1.518,0.0001561,0.889
1.519,0.0001561,0.8899999999999999
1.52,0.0001561,0.891
1.521,0.0001561,0.8919999999999999
1.522,0.0001561,0.893
1.523,0.0001561,0.8939999999999999
1.524,0.0001562,0.895
1.525,0.0001562,0.8959999999999999
1.526,0.0001563,0.897
1.527,0.0001564,0.8979999999999999
1.528,0.0001564,0.899
1.529,0.0001566,0.8999999999999999
1.53,0.0001567,0.901
1.531,0.0001568,0.9019999999999999
1.532,0.0001569,0.903
1.533,0.0001571,0.9039999999999999
1.534,0.0001573,0.905
1.535,0.0001574,0.9059999999999999
1.536,0.0001576,0.907
1.537,0.0001578,0.9079999999999999
1.538,0.000158,0.909
1.539,0.0001582,0.9099999999999999
1.54,0.0001585,0.911
1.541,0.0001587,0.9119999999999999
