0	1.523E-7
-0.001	3.279E-8
-0.002	-2.965E-8
-0.003	-6.951E-8
-0.004	-1.066E-7
-0.005	-1.327E-7
-0.006	-1.639E-7
-0.007	-1.848E-7
-0.008	-2.104E-7
-0.009	-2.302E-7
-0.01	-2.537E-7
-0.011	-2.71E-7
-0.012	-2.934E-7
-0.013	-3.114E-7
-0.014	-3.311E-7
-0.015	-3.469E-7
-0.016	-3.674E-7
-0.017	-3.815E-7
-0.018	-3.969E-7
-0.019	-4.13E-7
-0.02	-4.293E-7
-0.021	-4.397E-7
-0.022	-4.563E-7
-0.023	-4.678E-7
-0.024	-4.835E-7
-0.025	-4.945E-7
-0.026	-5.118E-7
-0.027	-5.228E-7
-0.028	-5.4E-7
-0.029	-5.509E-7
-0.03	-5.678E-7
-0.031	-5.771E-7
-0.032	-5.943E-7
-0.033	-6.042E-7
-0.034	-6.181E-7
-0.035	-6.277E-7
-0.036	-6.419E-7
-0.037	-6.486E-7
-0.038	-6.635E-7
-0.039	-6.716E-7
-0.04	-6.835E-7
-0.041	-6.907E-7
-0.042	-7.028E-7
-0.043	-7.112E-7
-0.044	-7.223E-7
-0.045	-7.294E-7
-0.046	-7.433E-7
-0.047	-7.49E-7
-0.048	-7.622E-7
-0.049	-7.685E-7
-0.05	-7.791E-7
-0.051	-7.878E-7
-0.052	-8.002E-7
-0.053	-8.054E-7
-0.054	-8.174E-7
-0.055	-8.247E-7
-0.056	-8.363E-7
-0.057	-8.437E-7
-0.058	-8.548E-7
-0.059	-8.591E-7
-0.06	-8.708E-7
-0.061	-8.756E-7
-0.062	-8.863E-7
-0.063	-8.93E-7
-0.064	-9.031E-7
-0.065	-9.096E-7
-0.066	-9.186E-7
-0.067	-9.245E-7
-0.068	-9.333E-7
-0.069	-9.38E-7
-0.07	-9.493E-7
-0.071	-9.544E-7
-0.072	-9.623E-7
-0.073	-9.686E-7
-0.074	-9.776E-7
-0.075	-9.829E-7
-0.076	-9.918E-7
-0.077	-9.979E-7
-0.078	-1.008E-6
-0.079	-1.012E-6
-0.08	-1.021E-6
-0.081	-1.027E-6
-0.082	-1.035E-6
-0.083	-1.04E-6
-0.084	-1.05E-6
-0.085	-1.056E-6
-0.086	-1.064E-6
-0.087	-1.069E-6
-0.088	-1.077E-6
-0.089	-1.082E-6
-0.09	-1.092E-6
-0.091	-1.096E-6
-0.092	-1.106E-6
-0.093	-1.111E-6
-0.094	-1.119E-6
-0.095	-1.124E-6
-0.096	-1.132E-6
-0.097	-1.136E-6
-0.098	-1.143E-6
-0.099	-1.15E-6
-0.1	-1.158E-6
-0.101	-1.16E-6
-0.102	-1.171E-6
-0.103	-1.175E-6
-0.104	-1.184E-6
-0.105	-1.187E-6
-0.106	-1.197E-6
-0.107	-1.199E-6
-0.108	-1.209E-6
-0.109	-1.213E-6
-0.11	-1.222E-6
-0.111	-1.225E-6
-0.112	-1.233E-6
-0.113	-1.237E-6
-0.114	-1.246E-6
-0.115	-1.251E-6
-0.116	-1.26E-6
-0.117	-1.261E-6
-0.118	-1.27E-6
-0.119	-1.274E-6
-0.12	-1.282E-6
-0.121	-1.285E-6
-0.122	-1.295E-6
-0.123	-1.298E-6
-0.124	-1.306E-6
-0.125	-1.311E-6
-0.126	-1.32E-6
-0.127	-1.323E-6
-0.128	-1.333E-6
-0.129	-1.336E-6
-0.13	-1.343E-6
-0.131	-1.348E-6
-0.132	-1.357E-6
-0.133	-1.358E-6
-0.134	-1.367E-6
-0.135	-1.371E-6
-0.136	-1.379E-6
-0.137	-1.382E-6
-0.138	-1.391E-6
-0.139	-1.394E-6
-0.14	-1.403E-6
-0.141	-1.407E-6
-0.142	-1.415E-6
-0.143	-1.419E-6
-0.144	-1.427E-6
-0.145	-1.43E-6
-0.146	-1.438E-6
-0.147	-1.441E-6
-0.148	-1.451E-6
-0.149	-1.454E-6
-0.15	-1.461E-6
-0.151	-1.466E-6
-0.152	-1.473E-6
-0.153	-1.479E-6
-0.154	-1.487E-6
-0.155	-1.491E-6
-0.156	-1.499E-6
-0.157	-1.501E-6
-0.158	-1.509E-6
-0.159	-1.513E-6
-0.16	-1.522E-6
-0.161	-1.525E-6
-0.162	-1.531E-6
-0.163	-1.534E-6
-0.164	-1.543E-6
-0.165	-1.545E-6
-0.166	-1.554E-6
-0.167	-1.558E-6
-0.168	-1.566E-6
-0.169	-1.569E-6
-0.17	-1.577E-6
-0.171	-1.581E-6
-0.172	-1.589E-6
-0.173	-1.594E-6
-0.174	-1.601E-6
-0.175	-1.605E-6
-0.176	-1.614E-6
-0.177	-1.617E-6
-0.178	-1.623E-6
-0.179	-1.628E-6
-0.18	-1.636E-6
-0.181	-1.639E-6
-0.182	-1.647E-6
-0.183	-1.651E-6
-0.184	-1.658E-6
-0.185	-1.662E-6
-0.186	-1.67E-6
-0.187	-1.672E-6
-0.188	-1.682E-6
-0.189	-1.683E-6
-0.19	-1.691E-6
-0.191	-1.694E-6
-0.192	-1.704E-6
-0.193	-1.706E-6
-0.194	-1.714E-6
-0.195	-1.716E-6
-0.196	-1.725E-6
-0.197	-1.727E-6
-0.198	-1.736E-6
-0.199	-1.739E-6
-0.2	-1.747E-6
-0.201	-1.75E-6
-0.202	-1.758E-6
-0.203	-1.759E-6
-0.204	-1.768E-6
-0.205	-1.775E-6
-0.206	-1.782E-6
-0.207	-1.784E-6
-0.208	-1.792E-6
-0.209	-1.795E-6
-0.21	-1.801E-6
-0.211	-1.806E-6
-0.212	-1.814E-6
-0.213	-1.816E-6
-0.214	-1.824E-6
